county,fips,state_id,state_name,population,ppercentage
Sedgwick County,8115,CO,Colorado,2322,7.01E-06
Potter County,46107,SD,South Dakota,2315,6.98E-06
Faulk County,46049,SD,South Dakota,2312,6.98E-06
Adams County,38001,ND,North Dakota,2311,6.97E-06
Eddy County,38027,ND,North Dakota,2301,6.94E-06
McPherson County,46089,SD,South Dakota,2297,6.93E-06
Quitman County,13239,GA,Georgia,2289,6.91E-06
Denali Borough,2068,AK,Alaska,2246,6.78E-06
Jeff Davis County,48243,TX,Texas,2241,6.76E-06
Garfield County,53023,WA,Washington,2230,6.73E-06
Towner County,38095,ND,North Dakota,2224,6.71E-06
Culberson County,48109,TX,Texas,2214,6.68E-06
Miner County,46097,SD,South Dakota,2211,6.67E-06
Highland County,51091,VA,Virginia,2204,6.65E-06
Dickens County,48125,TX,Texas,2203,6.65E-06
Burke County,38013,ND,North Dakota,2182,6.58E-06
Cimarron County,40025,OK,Oklahoma,2174,6.56E-06
Wheatland County,30107,MT,Montana,2142,6.46E-06
Hoonah-Angoon Census Area,2105,AK,Alaska,2139,6.45E-06
Wichita County,20203,KS,Kansas,2130,6.43E-06
Robertson County,21201,KY,Kentucky,2123,6.41E-06
Menard County,48327,TX,Texas,2119,6.39E-06
Keweenaw County,26083,MI,Michigan,2111,6.37E-06
Oldham County,48359,TX,Texas,2094,6.32E-06
Mellette County,46095,SD,South Dakota,2052,6.19E-06
Stanton County,20187,KS,Kansas,2052,6.19E-06
De Baca County,35011,NM,New Mexico,2040,6.15E-06
Worth County,29227,MO,Missouri,2027,6.12E-06
Cheyenne County,8017,CO,Colorado,2026,6.11E-06
Clark County,20025,KS,Kansas,2026,6.11E-06
Buffalo County,46017,SD,South Dakota,2026,6.11E-06
Haakon County,46055,SD,South Dakota,2018,6.09E-06
Jerauld County,46073,SD,South Dakota,2018,6.09E-06
Gosper County,31073,NE,Nebraska,2013,6.07E-06
Garfield County,31071,NE,Nebraska,2001,6.04E-06
Armstrong County,48011,TX,Texas,1973,5.95E-06
Judith Basin County,30045,MT,Montana,1954,5.90E-06
Boyd County,31015,NE,Nebraska,1937,5.84E-06
Edwards County,48137,TX,Texas,1918,5.79E-06
Dundy County,31057,NE,Nebraska,1913,5.77E-06
Meagher County,30059,MT,Montana,1888,5.70E-06
Gilliam County,41021,OR,Oregon,1878,5.67E-06
Hodgeman County,20083,KS,Kansas,1876,5.66E-06
Logan County,38047,ND,North Dakota,1872,5.65E-06
Piute County,49031,UT,Utah,1866,5.63E-06
Garden County,31069,NE,Nebraska,1864,5.62E-06
Eureka County,32011,NV,Nevada,1859,5.61E-06
Dolores County,8033,CO,Colorado,1857,5.60E-06
Golden Valley County,38033,ND,North Dakota,1845,5.57E-06
Oliver County,38065,ND,North Dakota,1842,5.56E-06
Deuel County,31049,NE,Nebraska,1831,5.52E-06
McCone County,30055,MT,Montana,1790,5.40E-06
Steele County,38091,ND,North Dakota,1744,5.26E-06
Comanche County,20033,KS,Kansas,1740,5.25E-06
Daniels County,30019,MT,Montana,1730,5.22E-06
Sherman County,41055,OR,Oregon,1642,4.95E-06
Cottle County,48101,TX,Texas,1642,4.95E-06
Irion County,48235,TX,Texas,1620,4.89E-06
Taliaferro County,13265,GA,Georgia,1611,4.86E-06
Powder River County,30075,MT,Montana,1607,4.85E-06
Wallace County,20199,KS,Kansas,1574,4.75E-06
Lane County,20101,KS,Kansas,1564,4.72E-06
Glasscock County,48173,TX,Texas,1510,4.56E-06
Kiowa County,8061,CO,Colorado,1489,4.49E-06
Campbell County,46021,SD,South Dakota,1485,4.48E-06
Stonewall County,48433,TX,Texas,1476,4.45E-06
Briscoe County,48045,TX,Texas,1457,4.40E-06
Throckmorton County,48447,TX,Texas,1436,4.33E-06
Wheeler County,41069,OR,Oregon,1415,4.27E-06
Rock County,31149,NE,Nebraska,1414,4.27E-06
Sheridan County,38083,ND,North Dakota,1409,4.25E-06
Lake and Peninsula Borough,2164,AK,Alaska,1393,4.20E-06
Issaquena County,28055,MS,Mississippi,1361,4.11E-06
Carter County,30011,MT,Montana,1331,4.02E-06
Hyde County,46069,SD,South Dakota,1319,3.98E-06
Harding County,46063,SD,South Dakota,1306,3.94E-06
Sully County,46119,SD,South Dakota,1305,3.94E-06
Foard County,48155,TX,Texas,1275,3.85E-06
Jackson County,8057,CO,Colorado,1261,3.80E-06
Motley County,48345,TX,Texas,1252,3.78E-06
Prairie County,30079,MT,Montana,1252,3.78E-06
Sterling County,48431,TX,Texas,1231,3.71E-06
Sioux County,31165,NE,Nebraska,1219,3.68E-06
Greeley County,20071,KS,Kansas,1185,3.58E-06
Wibaux County,30109,MT,Montana,1122,3.39E-06
Skagway Municipality,2230,AK,Alaska,1107,3.34E-06
Camas County,16025,ID,Idaho,1048,3.16E-06
Alpine County,6003,CA,California,1039,3.13E-06
Garfield County,30033,MT,Montana,1036,3.13E-06
Esmeralda County,32009,NV,Nevada,969,2.92E-06
Logan County,31113,NE,Nebraska,927,2.80E-06
Billings County,38007,ND,North Dakota,922,2.78E-06
Clark County,16033,ID,Idaho,913,2.75E-06
Terrell County,48443,TX,Texas,896,2.70E-06
Hayes County,31085,NE,Nebraska,893,2.69E-06
Bristol Bay Borough,2060,AK,Alaska,875,2.64E-06
Hinsdale County,8053,CO,Colorado,857,2.59E-06
Mineral County,8079,CO,Colorado,824,2.49E-06
Roberts County,48393,TX,Texas,805,2.43E-06
Jones County,46075,SD,South Dakota,793,2.39E-06
Wheeler County,31183,NE,Nebraska,783,2.36E-06
McMullen County,48311,TX,Texas,774,2.34E-06
Keya Paha County,31103,NE,Nebraska,760,2.29E-06
Slope County,38087,ND,North Dakota,742,2.24E-06
Golden Valley County,30037,MT,Montana,728,2.20E-06
Grant County,31075,NE,Nebraska,722,2.18E-06
Banner County,31007,NE,Nebraska,722,2.18E-06
Hooker County,31091,NE,Nebraska,693,2.09E-06
Treasure County,30103,MT,Montana,668,2.02E-06
Yakutat City and Borough,2282,AK,Alaska,649,1.96E-06
Kent County,48263,TX,Texas,647,1.95E-06
Thomas County,31171,NE,Nebraska,645,1.95E-06
Borden County,48033,TX,Texas,613,1.85E-06
Daggett County,49009,UT,Utah,613,1.85E-06
Loup County,31115,NE,Nebraska,605,1.83E-06
San Juan County,8111,CO,Colorado,589,1.78E-06
Kenedy County,48261,TX,Texas,568,1.71E-06
Blaine County,31009,NE,Nebraska,477,1.44E-06
Petroleum County,30069,MT,Montana,453,1.37E-06
Harding County,35021,NM,New Mexico,441,1.33E-06
Arthur County,31005,NE,Nebraska,427,1.29E-06
McPherson County,31117,NE,Nebraska,395,1.19E-06
King County,48269,TX,Texas,237,7.15E-07
Loving County,48301,TX,Texas,98,2.96E-07
Kalawao County,15005,HI,Hawaii,66,1.99E-07
